Id,Nutrients,Nutrients_count,Foods,Foods_count,Keep
31340534.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'dal', 'gram', 'corn', 'pears', 'cumin', 'turmeric', 'lime']",8,Yes
31340601.pdf,['ash'],1,"['mace', 'rice', 'corn', 'pears', 'meat', 'sugar']",6,Yes
31340611.pdf,"['protein', 'ash', 'carbohydrate']",3,"['butter', 'dal', 'egg', 'gram', 'meat', 'milk', 'milk', 'cucumber', 'cheese']",9,Yes
31344913.pdf,"['moisture', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'maize', 'gram', 'sorghum', 'pears', 'seeds']",8,Yes
31346162.pdf,"['protein', 'fat']",2,"['gram', 'radish', 'moth', 'milk', 'milk', 'goat', 'calf', 'rabbit']",8,Yes
31346325.pdf,"['ash', 'energy']",2,"['oil', 'dal', 'gram', 'carrot']",4,Yes
31347837.pdf,['energy'],1,"['oil', 'dal', 'corn', 'seeds', 'tuna']",5,Yes
31350354.pdf,"['protein', 'ash']",2,"['ghee', 'chicken', 'mint', 'egg', 'gram', 'mint', 'tomato']",7,Yes
31354914.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'dal', 'gram', 'corn', 'moth', 'cumin']",6,Yes
31358529.pdf,"['protein', 'ash', 'fat']",3,"['mint', 'ragi', 'gram', 'mint', 'moth', 'milk', 'milk', 'tuna']",8,Yes
31359759.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'oil', 'mace', 'dal', 'gram', 'radish', 'bamboo', 'moth', 'milk', 'milk', 'cumin', 'rabbit']",12,Yes
31363974.pdf,"['moisture', 'ash', 'fat', 'energy']",4,"['oil', 'lime']",2,Yes
31367693.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'moth', 'onion', 'apples', 'cherry', 'sugar', 'goat', 'rabbit']",10,Yes
31368068.pdf,"['ash', 'energy']",2,"['oil', 'dal', 'gram', 'fish', 'lime']",5,Yes
31369630.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'dates', 'gram', 'corn', 'radish', 'moth', 'milk', 'chana', 'milk']",10,Yes
31370233.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'barley', 'dal', 'chilli', 'rice', 'wheat', 'maize', 'pumpkin', 'gram', 'sorghum', 'seeds', 'milk', 'amaranth', 'milk', 'quinoa', 'lime', 'quinoa']",17,Yes
31370269.pdf,"['protein', 'ash', 'fat']",3,"['urad', 'dal', 'ragi', 'rice', 'gram', 'pears', 'ginger', 'moth', 'amla', 'sheep', 'tuna']",11,Yes
31371410.pdf,"['protein', 'energy']",2,"['gram', 'moth', 'calf', 'rabbit', 'tuna']",5,Yes
31373015.pdf,"['protein', 'fat', 'energy']",3,"['mace', 'dal', 'seeds', 'rabbit']",4,Yes
31374090.pdf,['ash'],1,"['chicken', 'beans', 'peas', 'egg', 'rice', 'bean', 'maize', 'gram', 'sorghum', 'avocado', 'potatoes', 'meat', 'millet', 'moth', 'milk', 'potato', 'banana', 'milk', 'sugar', 'lime', 'sugarcane', 'goat', 'sugarcane']",23,Yes
31374858.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'ragi', 'rice', 'gram', 'squid', 'fish', 'seafood', 'prawn', 'prawns', 'lobster', 'tuna', 'salmon', 'sardine']",14,Yes
31374893.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['butter', 'rice', 'gram', 'meat', 'milk', 'milk', 'seafood', 'cheese', 'sugar']",9,Yes
31375747.pdf,"['protein', 'ash']",2,"['ragi', 'gram', 'palak', 'radish', 'pears', 'moth', 'milk', 'milk', 'rabbit']",9,Yes
31385673.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['gram', 'tuna']",2,Yes
31388409.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'orange', 'egg', 'rice', 'bean', 'gram', 'potatoes', 'meat', 'onion', 'milk', 'potato', 'milk', 'strawberry', 'cheese', 'carrot', 'sugar', 'pork']",17,Yes
31389482.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['oil', 'mace', 'dal', 'gram', 'corn', 'fish', 'seeds', 'cheese', 'sugar']",9,Yes
31390360.pdf,"['protein', 'ash']",2,"['oil', 'goat', 'rabbit']",3,Yes
31390765.pdf,"['protein', 'fat', 'energy']",3,"['oil', 'garlic', 'dal', 'egg', 'bean', 'gram', 'corn', 'pears', 'meat', 'moth', 'onion', 'milk', 'milk', 'seafood', 'sugar', 'coconut', 'palm oil', 'tuna']",18,Yes
31391581.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'gram', 'corn', 'radish', 'pears', 'mango', 'moth', 'milk', 'milk', 'rabbit']",10,Yes
31394805.pdf,"['protein', 'ash', 'fat']",3,"['butter', 'oil', 'beans', 'dal', 'ragi', 'bean', 'gram', 'seeds', 'sunflower', 'coconut', 'lime', 'sunflower oil']",12,Yes
31398786.pdf,"['protein', 'ash']",2,"['oil', 'dal', 'gram', 'moth', 'calf']",5,Yes
31399133.pdf,"['protein', 'ash', 'fat']",3,"['orange', 'dal', 'egg', 'dates', 'gram', 'fish', 'calf']",7,Yes
31405023.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'egg', 'rice', 'maize', 'gram', 'corn', 'moth', 'milk', 'potato', 'banana', 'milk', 'palm oil']",12,Yes
31405051.pdf,"['protein', 'fat', 'energy']",3,"['dal', 'moth', 'milk', 'milk', 'lime']",5,Yes
31405071.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'corn', 'pears', 'moth', 'milk', 'milk', 'cumin', 'lime']",9,Yes
31409188.pdf,"['protein', 'fat']",2,"['orange', 'rice', 'gram', 'pears', 'moth', 'tuna']",6,Yes
31409765.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'moth']",2,Yes
31411619.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'dates', 'gram', 'chana', 'tuna']",5,Yes
31413542.pdf,[],0,"['oil', 'dal', 'ragi', 'rice', 'gram', 'meat', 'rabbit']",7,No
31415173.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['oil', 'orange', 'dal', 'ragi', 'dates', 'gram', 'milk', 'milk', 'goat', 'rabbit']",10,Yes
31416212.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'pomegranate', 'orange', 'urad', 'dal', 'rice', 'gram', 'spinach', 'apples']",9,Yes
31422532.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['mustard', 'oil', 'orange', 'rice', 'wheat', 'bean', 'maize', 'gram', 'spinach', 'sorghum', 'potatoes', 'sunflower', 'potato', 'cucumber', 'sugar', 'cumin']",16,Yes
31424498.pdf,"['protein', 'ash', 'energy']",3,"['orange', 'mace', 'dal', 'peach', 'rice', 'gram', 'corn', 'pears', 'fish', 'milk', 'peach', 'milk', 'sugar']",13,Yes
31426450.pdf,['fat'],1,"['gram', 'pears', 'sugar', 'lime', 'tuna']",5,Yes
31426614.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'egg', 'dates', 'pears', 'moth', 'cumin', 'goat', 'rabbit']",8,Yes
31428839.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'dal', 'gram', 'corn', 'ginger', 'moth', 'milk', 'milk', 'cumin', 'lime', 'goat']",12,Yes
31436407.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mace', 'gram', 'seeds', 'sugar']",4,Yes
31438505.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['butter', 'oil', 'orange', 'mace', 'dal', 'ragi', 'egg', 'rice', 'wheat', 'bean', 'lotus', 'gram', 'meat', 'moth', 'potato', 'sugar', 'palm oil']",17,Yes
31443588.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['beans', 'orange', 'ragi', 'egg', 'rice', 'bean', 'gram', 'pears', 'meat', 'seeds', 'milk', 'milk', 'seafood', 'sugar']",14,Yes
31446448.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'rice', 'gram']",4,Yes
31450564.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'mace', 'dal', 'egg', 'bean', 'gram', 'milk', 'milk', 'lime']",9,Yes
31450621.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['chicken', 'oil', 'chilli', 'egg', 'calf', 'rabbit']",6,Yes
31455712.pdf,"['protein', 'ash', 'fat', 'carbohydrate']",4,"['ragi', 'dates', 'gram', 'potatoes', 'meat', 'moth', 'milk', 'potato', 'milk', 'seafood', 'sugar', 'tuna']",12,Yes
31455989.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'dal', 'rice', 'bean', 'gram', 'pears', 'meat', 'fish', 'onion', 'beef', 'pork', 'silver carp', 'tilapia', 'catla', 'rohu']",15,Yes
31456109.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'orange', 'mace', 'dal', 'rice', 'gram', 'meat']",7,Yes
31457729.pdf,"['ash', 'fat', 'energy']",3,"['pears', 'tuna']",2,Yes
31461095.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'gram', 'lime']",3,Yes
31466317.pdf,"['protein', 'ash', 'fat']",3,['dal'],1,Yes
31466342.pdf,"['protein', 'ash']",2,"['dal', 'gram', 'moth', 'milk', 'milk']",5,Yes
31466944.pdf,"['protein', 'fat']",2,"['egg', 'gram', 'pears', 'calf']",4,Yes
31470565.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'beans', 'egg', 'wheat', 'bean', 'maize', 'gram', 'corn', 'meat', 'yolk', 'prawn', 'tuna']",13,Yes
31472600.pdf,"['ash', 'energy']",2,"['oil', 'gram']",2,Yes
31477133.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'beans', 'dal', 'lettuce', 'ragi', 'dates', 'bean', 'gram', 'spinach', 'pears', 'meat', 'celery', 'beetroot', 'tuna']",14,Yes
31480353.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'rice', 'soya', 'gram', 'sugar', 'rice bran oil']",6,Yes
31480383.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['ragi', 'gram', 'milk', 'milk']",4,Yes
31480603.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['ragi', 'gram', 'milk', 'milk', 'sugar']",5,Yes
31482520.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'gram', 'radish', 'milk', 'milk', 'goat', 'rabbit']",7,Yes
31483002.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'chilli', 'gram', 'meat', 'fish', 'moth', 'milk', 'milk', 'cheese', 'lime']",10,Yes
31484415.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['orange', 'gram', 'pears', 'moth', 'milk', 'milk', 'sugar']",7,Yes
31486017.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'mushroom', 'gram', 'chana']",5,Yes
31487842.pdf,"['protein', 'ash']",2,"['oil', 'gram', 'pears', 'seeds', 'milk', 'milk', 'tuna']",7,Yes
31491937.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'ragi', 'rice', 'corn', 'meat', 'rabbit']",6,Yes
31491956.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'orange', 'dal', 'radish', 'pears', 'tomato', 'moth', 'milk', 'guava', 'milk', 'watermelon', 'melon', 'goat', 'rabbit']",14,Yes
31492050.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'urad', 'dal', 'gram', 'beetroot']",5,Yes
31492698.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'gram', 'pears', 'moth', 'goat', 'rabbit']",7,Yes
31497826.pdf,"['protein', 'ash', 'fat']",3,"['pomegranate', 'dal', 'bean', 'gram', 'fish', 'milk', 'milk', 'goat', 'rabbit']",9,Yes
31502056.pdf,"['moisture', 'protein', 'ash', 'carbohydrate', 'energy']",5,"['chicken', 'oil', 'barley', 'mace', 'lettuce', 'wheat', 'bean', 'mushroom', 'maize', 'gram', 'corn', 'seeds', 'potato', 'peanut', 'sugar', 'lime', 'peanut', 'goat']",18,Yes
31502183.pdf,"['protein', 'fat']",2,"['meat', 'lime']",2,Yes
31504084.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['dal', 'gram', 'moth', 'sheep']",4,Yes
31506479.pdf,"['moisture', 'protein', 'ash', 'fat', 'energy']",5,"['chicken', 'oil', 'barley', 'flour', 'beans', 'dal', 'egg', 'rice', 'wheat', 'bean', 'gram', 'spinach', 'zucchini', 'meat', 'fish', 'celery', 'beetroot', 'milk', 'milk', 'pepper', 'carrot', 'lime', 'beef', 'tuna', 'salmon']",25,Yes
31506912.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'peach', 'maize', 'gram', 'sorghum', 'meat', 'apples', 'peach', 'lime']",9,Yes
31510066.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'mace', 'dal', 'ragi', 'egg', 'rice', 'wheat', 'bean', 'mushroom', 'gram', 'spinach', 'corn', 'potatoes', 'meat', 'tomato', 'moth', 'milk', 'potato', 'milk', 'cheese', 'carrot', 'sugar', 'lime']",23,Yes
31512048.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'orange', 'dal', 'moth']",4,Yes
31514292.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['chicken', 'grapes', 'oil', 'mint', 'beans', 'peas', 'mace', 'dal', 'egg', 'rice', 'dates', 'bean', 'mushroom', 'spinach', 'corn', 'mint', 'pears', 'potatoes', 'tomato', 'seeds', 'celery', 'yolk', 'onion', 'milk', 'potato', 'milk', 'pepper', 'peanut', 'carrot', 'peanut', 'palm oil']",31,Yes
31520384.pdf,['fat'],1,"['oil', 'dal', 'lime']",3,Yes
31522400.pdf,"['ash', 'fat']",2,"['oil', 'rice', 'gram', 'sugar']",4,Yes
31533206.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['butter', 'oil', 'egg', 'bean', 'gram', 'moth', 'sugar']",7,Yes
31540014.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'barley', 'dal', 'egg', 'rice', 'wheat', 'gram', 'corn', 'potatoes', 'meat', 'tomato', 'milk', 'potato', 'milk', 'cheese', 'sugar', 'quinoa', 'lime', 'quinoa']",19,Yes
31540424.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'egg', 'gram', 'potatoes', 'meat', 'curd', 'seeds', 'milk', 'potato', 'milk', 'cheese', 'sugar']",12,Yes
31540438.pdf,"['protein', 'ash', 'fat']",3,"['ragi', 'dates', 'gram', 'moth']",4,Yes
31540525.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['butter', 'chicken', 'oil', 'barley', 'beans', 'peas', 'dal', 'ragi', 'egg', 'rice', 'dates', 'wheat', 'soya', 'bean', 'mushroom', 'gram', 'lamb', 'pears', 'potatoes', 'meat', 'tomato', 'parsley', 'seeds', 'celery', 'cabbage', 'beetroot', 'onion', 'milk', 'apples', 'potato', 'currants', 'milk', 'cucumber', 'seafood', 'pepper', 'cheese', 'sugar', 'parsley', 'walnut', 'walnut', 'goat', 'sheep', 'beef', 'pork', 'salmon']",45,Yes
31540534.pdf,"['protein', 'ash']",2,"['dal', 'dates', 'pears', 'calf', 'rabbit']",5,Yes
31541156.pdf,"['ash', 'fat']",2,"['dal', 'gram', 'lime']",3,Yes
31541351.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'garlic', 'mace', 'dal', 'rice', 'gram', 'moth', 'amla']",8,Yes
31546763.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'dates', 'gram', 'radish', 'rabbit']",5,Yes
31546966.pdf,"['protein', 'fat']",2,"['lemon', 'mace', 'dal', 'ragi', 'dates', 'gram']",6,Yes
31546987.pdf,['carbohydrate'],1,"['grapes', 'oil', 'orange', 'mace', 'rice', 'lotus', 'gram', 'seeds', 'sugar', 'lime', 'tuna']",11,Yes
31547048.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'egg', 'gram', 'radish', 'moth', 'milk', 'milk', 'goat', 'calf', 'rabbit']",11,Yes
31547317.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'egg', 'rice', 'wheat', 'gram', 'meat', 'milk', 'milk', 'sugar']",9,Yes
31551256.pdf,['protein'],1,"['gram', 'palak', 'calf']",3,Yes
31552399.pdf,"['ash', 'energy']",2,"['oil', 'ragi', 'gram', 'pears', 'lime', 'calf']",6,Yes
31554279.pdf,"['protein', 'ash']",2,"['bean', 'moth', 'sugar', 'bajra']",4,Yes
31554969.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['oil', 'rice', 'bean', 'gram', 'fish', 'seafood']",6,Yes
31555612.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['rice', 'bean', 'sugar']",3,Yes
31555975.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['egg', 'gram', 'meat', 'moth', 'milk', 'milk', 'lime']",7,Yes
31557933.pdf,"['ash', 'fat']",2,"['rice', 'gram', 'lime']",3,Yes
31557966.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['lemon', 'butter', 'oil', 'beans', 'orange', 'bean', 'mushroom', 'maize', 'pumpkin', 'gram', 'spinach', 'corn', 'potatoes', 'meat', 'tomato', 'millet', 'seeds', 'moth', 'onion', 'milk', 'groundnut', 'potato', 'banana', 'cherry', 'milk', 'carrot', 'vinegar', 'lime', 'plantains', 'goat', 'sheep']",31,Yes
31561520.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['egg', 'gram', 'pears', 'tuna']",4,Yes
31569380.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'dal', 'radish', 'milk', 'milk', 'cumin', 'turmeric']",7,Yes
31574901.pdf,"['ash', 'fat', 'energy']",3,"['dal', 'peach', 'gram', 'peach', 'sugar']",5,Yes
31575974.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'oil', 'mace', 'rice', 'gram', 'corn', 'milk', 'milk', 'rabbit']",9,Yes
31578429.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['dal', 'gram', 'tomato', 'moth', 'rabbit']",5,Yes
31581546.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'barley', 'mace', 'rice', 'wheat', 'gram', 'pears', 'milk', 'milk', 'sugar', 'lime']",11,Yes
31581752.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'egg', 'gram', 'pears', 'moth', 'tuna']",6,Yes
31583057.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'dates', 'bean', 'gram', 'tinda', 'fish', 'moth']",8,Yes
31584801.pdf,"['protein', 'ash']",2,"['oil', 'mace', 'dal', 'rice', 'gram', 'moth']",6,Yes
31584939.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['lentils', 'rice', 'dates', 'gram', 'meat', 'moth', 'milk', 'milk', 'tuna']",9,Yes
31585004.pdf,"['protein', 'ash']",2,"['dal', 'rice', 'wheat', 'gram', 'tomato', 'seeds']",6,Yes
31585922.pdf,"['protein', 'ash']",2,"['dal', 'rice', 'pears', 'fish', 'moth']",5,Yes
31586430.pdf,['ash'],1,"['oil', 'ragi', 'gram']",3,Yes
31590415.pdf,"['protein', 'ash', 'fat']",3,"['gram', 'moth', 'milk', 'milk', 'cumin', 'rabbit']",6,Yes
31591287.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['pomegranate', 'orange', 'urad', 'dal', 'gram', 'pears', 'seeds', 'chana', 'cherry', 'sugar', 'tuna']",11,Yes
31593566.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['orange', 'mace', 'wheat', 'gram', 'lamb', 'pears']",6,Yes
31594541.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'peach', 'rice', 'gram', 'pears', 'fish', 'peach']",8,Yes
31595016.pdf,"['moisture', 'ash']",2,"['oil', 'mint', 'beans', 'peas', 'dal', 'chilli', 'wheat', 'bean', 'maize', 'pumpkin', 'gram', 'spinach', 'mint', 'meat', 'seeds', 'moth', 'onion', 'potato', 'seafood', 'sugar', 'sugarcane', 'sugarcane']",22,Yes
31601200.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'rice', 'gram', 'lamb', 'meat', 'milk', 'potato', 'milk', 'sugar', 'beef', 'pork']",12,Yes
31601936.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'oil', 'mint', 'mace', 'rice', 'corn', 'mint', 'meat', 'sugar', 'cumin', 'lemongrass', 'rabbit', 'tuna']",13,Yes
31604910.pdf,"['protein', 'ash', 'fat']",3,"['mace', 'dal', 'gram', 'pears', 'rabbit']",5,Yes
31612951.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['mace', 'dal', 'egg', 'sugar', 'calf']",5,Yes
31614754.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'dal', 'ragi', 'egg', 'rice', 'gram', 'pears', 'moth']",8,Yes
31614774.pdf,"['protein', 'ash', 'carbohydrate']",3,"['oil', 'dal', 'egg', 'rice', 'gram', 'sugar']",6,Yes
31614851.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'ragi', 'rice', 'dates', 'maize', 'gram', 'palak', 'tomato', 'sugar', 'lime', 'cowpea']",12,Yes
31614948.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'peas', 'dates', 'gram', 'meat', 'fish', 'sugar', 'tuna']",8,Yes
31615021.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['mace', 'rice', 'gram', 'lamb', 'moth', 'peanut', 'sugar', 'peanut']",8,Yes
31615158.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['ragi', 'gram', 'meat', 'milk', 'milk', 'tuna']",6,Yes
31618570.pdf,"['ash', 'fat']",2,"['oil', 'dal', 'gram', 'pears', 'lime']",5,Yes
31618902.pdf,"['protein', 'ash']",2,"['gram', 'corn', 'pears', 'cheese']",4,Yes
31618910.pdf,"['ash', 'fat', 'energy']",3,"['rice', 'gram', 'tuna']",3,Yes
31620939.pdf,"['ash', 'fat']",2,"['dal', 'ragi', 'gram', 'milk', 'milk', 'lime']",6,Yes
31627270.pdf,"['protein', 'ash', 'energy']",3,"['oil', 'dal', 'wheat', 'gram', 'corn']",5,Yes
31632933.pdf,"['protein', 'fat', 'energy']",3,"['chicken', 'beans', 'ragi', 'bean', 'maize', 'gram', 'meat', 'fish', 'milk', 'milk', 'cheese', 'beef', 'pork']",13,Yes
31634899.pdf,"['protein', 'ash', 'fat']",3,"['chicken', 'orange', 'egg', 'gram', 'pears']",5,Yes
31641742.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'dal', 'egg', 'rice', 'wheat', 'bean', 'mushroom', 'pumpkin', 'gram', 'radish', 'pears', 'potatoes', 'meat', 'fish', 'cabbage', 'milk', 'potato', 'milk', 'sugar', 'beef', 'tuna', 'octopus']",22,Yes
31644645.pdf,"['moisture', 'protein', 'ash', 'carbohydrate', 'energy']",5,"['gourd', 'oil', 'mace', 'dal', 'bamboo', 'banana', 'sugar', 'sugarcane', 'sugarcane']",9,Yes
31646984.pdf,"['protein', 'ash']",2,"['ragi', 'gram']",2,Yes
31650448.pdf,"['ash', 'fat']",2,"['mace', 'gram', 'milk', 'milk', 'cheese', 'goat', 'sheep', 'tuna']",8,Yes
31652543.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['chicken', 'oil', 'barley', 'mace', 'dal', 'egg', 'rice', 'dates', 'wheat', 'bean', 'gram', 'squid', 'meat', 'sesame', 'milk', 'milk', 'peanut', 'lime', 'peanut', 'rabbit', 'tuna', 'salmon']",22,Yes
31653107.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['barley', 'garlic', 'seeds', 'fenugreek', 'moth', 'milk', 'milk', 'lime', 'goat', 'rabbit']",10,Yes
31659898.pdf,"['protein', 'ash', 'fat', 'dietary fibre', 'carbohydrate']",5,"['oil', 'flour', 'orange', 'dal', 'ragi', 'rice', 'wheat', 'gram', 'millet', 'blackberry', 'quinoa', 'quinoa']",12,Yes
31660887.pdf,"['protein', 'ash']",2,"['chicken', 'gram', 'meat', 'fish', 'goat']",5,Yes
31661781.pdf,"['protein', 'ash', 'fat']",3,"['lemon', 'oil', 'ragi', 'corn', 'moth', 'pepper', 'lemongrass']",7,Yes
31662905.pdf,"['protein', 'ash', 'carbohydrate', 'energy']",4,"['chicken', 'beans', 'peas', 'lentils', 'egg', 'rice', 'bean', 'gram', 'spinach', 'corn', 'meat', 'seeds', 'cabbage', 'moth', 'milk', 'milk', 'seafood', 'peanut', 'carrot', 'plantains', 'peanut']",21,Yes
31665421.pdf,"['protein', 'ash', 'fat']",3,"['dal', 'rice', 'gram']",3,Yes
31665748.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'rice', 'maize', 'gram', 'seeds', 'onion']",6,Yes
31666694.pdf,"['protein', 'ash']",2,"['orange', 'mace', 'gram', 'rabbit']",4,Yes
31671712.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate']",5,"['oil', 'barley', 'beans', 'peas', 'rice', 'wheat', 'bean', 'maize', 'gram', 'seeds', 'potato', 'cucumber', 'cowpea']",13,Yes
31672153.pdf,"['moisture', 'protein', 'ash', 'fat']",4,"['mace', 'dal', 'egg', 'radish', 'curd', 'milk', 'milk', 'goat', 'rabbit']",9,Yes
31675233.pdf,"['protein', 'fat', 'dietary fibre', 'carbohydrate', 'energy']",5,"['oil', 'dal', 'wheat', 'gram']",4,Yes
31677017.pdf,"['ash', 'energy']",2,"['rice', 'gram']",2,Yes
31679114.pdf,"['protein', 'ash']",2,['dal'],1,Yes
31683652.pdf,"['protein', 'ash', 'fat']",3,"['oil', 'mace', 'gram', 'corn', 'pears', 'meat', 'sugar', 'lime', 'salmon']",9,Yes
31683900.pdf,"['protein', 'ash', 'fat', 'carbohydrate', 'energy']",5,"['beans', 'orange', 'peas', 'ragi', 'bean', 'gram', 'meat', 'tomato', 'seeds', 'guava', 'seafood', 'sugar']",12,Yes
31684006.pdf,"['protein', 'ash', 'fat', 'energy']",4,"['rice', 'gram', 'radish', 'rabbit']",4,Yes
31686394.pdf,['protein'],1,"['oil', 'dal', 'gram', 'pears', 'rabbit']",5,Yes
31686980.pdf,"['protein', 'fat', 'carbohydrate', 'energy']",4,"['oil', 'dal', 'rice', 'potato']",4,Yes
31690778.pdf,"['moisture', 'protein', 'ash', 'fat', 'carbohydrate', 'energy']",6,"['oil', 'barley', 'flour', 'peas', 'rice', 'dates', 'wheat', 'bean', 'maize', 'gram', 'meat', 'fish', 'seeds', 'sugar', 'cowpea']",15,Yes
31691192.pdf,"['protein', 'ash']",2,"['gram', 'calf', 'tuna']",3,Yes
31695195.pdf,"['protein', 'ash', 'carbohydrate']",3,"['orange', 'dal', 'ragi', 'dates', 'gram', 'pears', 'figs', 'sugar', 'lime']",9,Yes
31698885.pdf,"['ash', 'fat', 'energy']",3,"['oil', 'mace', 'dal', 'rice', 'gram', 'pears', 'onion']",7,Yes
