Id,Text,Nutrients,Foods,Enhance,Inhibit,Label
31083417.pdf,"Upon incorporation of anthocyanin extract at 20 and 50 mg/mL into nanoliposome, the DPPH radicalscavenging activity increased from 11% to 64% for the former and 12% to 76% for the latter Likewise,at the same dose , the HS-NL showed a higher inhibition  on melanin production in human A375 melanoma cells than anthocyanin extract  The signicant reduction in melanin synthesis was mainly due to a dose-dependent inhibitionof tyrosinase activity and protein expression associated with tyrosinase and melanocyte inducingtranscription factor  in A375 melanoma cells [72]Nutrients 2019, 11, 105212 of 21Figure 4 Dierent panels showing in vitro release rate  and absorption eciency using the Caco-2cell model  with the inset in A1 showing TEM image of cyanidin-3-glucoside nanoliposome,schematic representation of multilayered anthocyanin nanoliposome prepared from hibiscus , thephysical stability of black carrot anthocyanin nanoliposome and extract in the presence of ascorbicacid  along with the proposed mechanism of anthocyanin protection , and atomic forcemicroscopy   and TEM  images of anthocyanin nanoliposomes prepared from pistachiohull and bilberry extracts, respectively ",protein,carrot,,inhibit,
31083417.pdf,"C made the nal correctionFunding: This research received no external fundingConicts of Interest: The authors have no conicts of interest to declareAbbreviationsAAABEABE-NEACTAFMALANCsANSBAEBAE-MEBA-NLBCEBCE-NLBHTBMEBME-NLBPAE-NECBCB/GTC-NECH-BME-NLCHICHSCyascorbic acidacai berry extractacai berry extract nanoemulsionanthocyanin acyltransferaseatomic force microscopyanthocyanin loadinganthocyaninsanthocyanidin synthaseblueberry anthocyanin extractblueberry anthocyanin extract microemulsionbilberry anthocyanin extract nanoliposomeblack carrot extractblack carrot extract nanoliposomebutylated hydroxytolueneblack mulberry extractblack mulberry extract nanoliposomeblueberry pomace anthocyanin extract nanoemulsionanthocyanin-rich cranberrycranberry/green tea catechin extract nanoemulsionchitosan black mulberry extract nanoliposomechalcone isomerasechalcone synthasecyanidinNutrients 2019, 11, 105217 of 21Cy3GCy3G-NLCy-NLDFRDpDp-NLDPPHDPREE,5F3F3HF3HFWGIGTCHbA1cHEMHLBHHPLC-DAD-ESI-MS/MSHS-CNLHS-CPNLHS-NLIC50JPE-NELEMMalonyl-CoAMCTMEMITFMPE-NEMvNEO/WOMTOSCPPC/CHp-Coumaroyl-CoAPDIPEG 400PgPHE-NLPnPtRCERCE-SLNsSCDSDSGFSIFSLNsSNEDDSSPE-ME-hydroxylasecyanidin-3-glucosidecyanidin-3-glucoside nanoliposomecyanidin nanoliposomedihydroavonol-4-reductasedelphinidindelphinidin nanoliposome1,1-diphenyl-2-picrylhydrazyldepressurization rateencapsulation eciency,5avonoid 3avonoid 3-hydroxylaseavonoid 3-hydroxylasefresh weight basisgastrointestinalgreen tea catechin extracthemoglobin A1chigh energy methodhydrophilic-lipophilic balancehigh-performance liquid chromatography-diode array detection-electrosprayionization-tandem mass spectrometrychitosan coated Hibiscus sabdaria nanoliposomechitosan/pectin coated Hibiscus sabdaria nanoliposomeHibiscus sabdaria nanoliposomehalf-maximal inhibitory concentrationjaboticaba peel extract nanoemulsionlow energy methodmalonyl-coenzyme Amedium chain triglyceridemicroemulsionmelanocyte inducing transcription factormangosteen peel extract nanoemulsionmalvidinnanoemulsionoil-in-waterO-methyl transferaseOregon strawberry commissionpressurephosphatidylcholine/cholesterolp-coumaroyl-coenzyme Apolydispersity indexpolyethylene glycol 400pelargonidinpistachio hull extract nanoliposomepeonidinpetunidinred cabbage extractred cabbage extract solid lipid nanoparticlessupercritical carbon dioxideSprague-Dawley ratssimulated gastric uidsimulated intestinal uidsolid lipid nanoparticlesself-nanoemulsifying drug delivery systempurple sweet potato extract microemulsionNutrients 2019, 11, 105218 of 21T99mTc-CB/GTC-NETEMTFHTMCTMC-Cy3G-NLUFGTUVW/OW/O/W, W1w/wWPIZP/O/W2Referencestemperaturemetastable Technetium-99 isomer radiolabeled Cranberry/green tea catechinextract nanoemulsiontransmission electron microscopythin lm hydrationN-trimethyl chitosanN-trimethyl chitosan coated cyanidin-3-glucoside nanoliposomeuridine diphosphate-sugar avonoid 3-O-glycosyltransferaseultravioletwater-in-oilwater-in-oil-in-water double emulsionweight per weightwhey protein isolatezeta potential1","energy, protein","potato, oil, strawberry, cabbage, carrot, sugar",,inhibit,
31096592.pdf," The following sections illustrate the kinds of components that characterize each specicpattern described and their known eects on microbiome composition31 Western-Type Diets and the Intestinal MicrobiomeWestern-type diets are usually considered to have high concentrations of dietary fat, consistingparticularly of saturated fatty acids , which arenon-essential lipids found in large quantities in animal products, containing no double carbon-carbonbonds and related to increases in blood triglycerides and cholesterol levels, as well as very highquantities of red meat protein, sugar, salt, and low amounts of dietary ber, due to low consumption offruits and vegetables [23] The high-carbohydrate, high-fat, low-ber characteristics of western-typediets have profound eects on the composition of the intestinal microbiome and the regulation ofthe immune system, as they are related to an enhanced pro-inammatory intestinal milieu anddevelopment of metabolic and immune abnormalities that are relevant for the incidence and evolutionof chronic and degenerative pathologies","carbohydrate, fat, protein","meat, sugar",enhance,,
31096592.pdf,"As mentioned previously, traditional Mediterranean diets are considered benecial for humanhealth due to their putative anti-inammatory and anti-oxidant properties Studies in humans havedemonstrated sex-specic changes in the expression of CD40 and CD86 co-stimulatory moleculesafter in vitro stimulation of peripheral blood leukocytes from female participants consuming aMediterranean-style diet and vitamin D supplements for one year, although no signicant dierenceswere observed between patients on the Mediterranean diet and patients on a control diet in otherimmunological parameters, including leukocyte proliferation, T cell cytotoxic activity or cytokineproduction [154] The monounsaturated oleic acid, found as a main constituent in olive oil, possessesanti-inammatory characteristics, decreasing production of IL-1, IL-6, and macrophage and neutrophilpro-inammatory activity [155] In addition, the phenolic compounds found in components of theMediterranean diet, like olives, olive oil, and red wine, have anti-inammatory and anti-oxidantproperties, inhibiting activation of NF-B, JNK, and STAT3 signaling pathways and reducing theexpression of cyclooxygenase-2 and inducible nitric oxide synthase enzymes, as well as the productionof IL-1, IL-6, TNF-, and CCL1 in patients with arthritis [26]Finally, the benecial health properties of Asian diets depend on the presence of relatively highconcentrations of bioactive substances like quercetin, a avonol that is present in fruits and vegetables,including apples, onions, shallots, tomatoes, asparagus, grapes, nuts, berries, and plant barks andleaves [156]",,"apples, oil, grapes",,inhibit,
31137896.pdf," This is consistent with previous reports in Arabidopsis, eld beans , corn  and lotus, in which signicant decreases of root growth were found to be the main symptoms ofproton toxicity [1215,62] Since mineral nutrients are mainly taken up by roots, it is generally assumedthat mineral nutrient acquisition and translocation must be severely inhibited in plants under low-pHconditions However, the present results showed that most essential mineral nutrients in soybeanleaves and roots were dierentially accumulated and tightly dependent on soybean organs and mineralnutrient types  For examples, the N, P, K, and Mo concentrations in soybeanroots were decreased, while concentrations of Ca, S, Fe and Mn were increased under acid conditionsin soil culture  In the hydroponic culture, similar results were also observed in soybean roots,except for Fe concentration, which was slightly increased but not signicant ",,"corn, lotus, beans",,inhibit,
31149032.pdf,"  According to  this  study  daily  administration  of  1500 mg  curcumin could  significantly  reduce  body  weight  and  hip  circum-ference in patients with type 2 diabetes Also in one study it  was  showed,  Supplementation  with  500 mg  curcumin for  4 weeks  in  obese  children  and  adults  showed  a  sig-nificant improve in serum adiponectin and lowered lep-tin  levels  that  both  of  these  factors  play  an  important role  in  weight  control  [23]  Also  in  another  clinical  trial have been reported that consumption 1200mg turmeric for  a  period  of  8 weeks  could  reducing  BMI  in  patients with type 2 diabetes [23] There are different mechanisms for  anti-obesity  effects  of  curcumin,  in  its  most  impor-tant  role  declines  the  expression  of  genes  involved  in energy metabolism, lipid accumulation and reduction in intra cells fat [26] Diet therapy with curcumin in rodent model causes body weight loss and raise lean body mass","energy, fat",turmeric,raise,,
31151266.pdf,"3 Opportunity 3: Enhancing Childrens Food ExperiencesIn addition to restrictions on the quantity of food available, pilot club leaders were concernedabout the quality of food that was available to families within the targeted communities as a resultof lack of money and a lack of access to more nutritionally appropriate  food: theres notransport, theres no nance  its dicult It was recognised by pilot club leaders that nancial issuesimpacted parents food provision, with them reporting that children and families opted to buy foodswith lower nutritional value which were often cheaper and more readily available than healthy foods:some of the chicken places charge 1! For chicken and chips! A parent is going to look at that and go, do youknow what, Ive got a 1 for that but I cant go shopping and spend 5 to do a mealPilot club leaders perceived there to be opportunities for the holiday clubs to enhance childrensexperiences with food, but in doing so they demonstrated some stereotyped views on childrens priorfood experiences Pilot club leaders made assumptions around what they perceived to be evidence of arestricted diet: some kids dont even know what tomatoes and cucumbers are!, The kids in Blackpool didnteven know you could get red apples, because mum and dad just always buy green",,"apples, chicken",enhance,,
31151276.pdf,"Three essential oils , namely cinnamon, garlic, and clove have been incorporated in PLA by solventcasting method [62], plasticized  PLA kenafbiocomposites [63] In the Valdes et al review [17] are mentioned antimicrobials/antioxidants as:extracts of blueberry, grape seed extracts, green tea extract, raspberry fruits and pomace, citrus extract,grapefruit seed extracts, the combination of mint extracts or pomegranate peel extracts with chitosanand poly, alginate lms containing three natural extracts from rosemary, and Asian andItalian essential oils, lemon extracts, propolis extracts, olive leafs, etc Both PEG and EOs led to theformation of exible PLA/PEG/EO lms with signicant drop in the glass transition temperature and mechanical properties Cinnamon and clove oilbased PLA/PEG lms exhibited a complete zoneof inhibition against Campylobacter jejuni at the maximum concentration whereas the garlic oilbasedlm had the lowest activity",,"mint, lemon, clove, garlic, pomegranate",,inhibit,
31167465.pdf," Mechanistic targets of rapamycin  is shown in green andthe lysosomal marker, lysosomal-associated membrane protein 1  is shown in red DAPI,6-diamidino-2-phenylindole) is shown in blue  24 h after seeding, media was changed to regular4 DiscussionAlthough there have been previous studies reporting the cytotoxic eects of DHC againstcancer cells [3537], the preventive potential of DHC against carcinogenesis under non-cytotoxicconcentrations, has been largely unknown In the present study, we evaluated the chemopreventivepotential of chili pepper components and discovered that DHC can suppress EGF-induced neoplastictransformation more eectively than other chili pepper compounds, such as capsaicin, capsanthin,and capsiate",protein,pepper,,suppress,
31174378.pdf," These observations were correlated with the betterphotocatalytic eciency in degrading the MO under solar radiation with the use of low iron dopingtitania samples The structural defects in the lattice give rise to deciency in oxygen content, which inturn generates polarization elds, thus facilitating the electron-hole separation and enhancing thephotocatalytic activity Finally, the iron doping titania added in pure lime coatings enhanced thecarbonation at early stages under solar radiation compared to the undoped titania and pure limecoatings The most ecient promoter of carbonation proved to be the lowest iron doped titania sample,which also showed considerable photocatalytic eciency in degrading pollutants, such as MO and MBThe simple and low energy demanding synthesis of 0",energy,lime,enhance,,
31196148.pdf,"7DiscussionDiets that give more emphasis to those plant foods thatare high in nutrients, high in dietary fiber, and low in en-ergy density,  probablyprotect against some cancers such as: mouth, pharynx,esophagus, stomach colorectal, lung, pancreas and pros-tate [20] These foods are high in antioxidants  such as, pinksweet potatoes, papaya, tomato, onions, garlic, mango,carrots and fiber, which are low in energy density, andso, promote healthy weightIn addition, we can observe that the menu also em-phasizes on the intake of cruciferous vegetables, such asbroccoli, mustard leaves, cabbage and cauliflower whichare associated with the reduction in the risk of severaltypes of cancer [30] The traditional food tempeh, whichis rich in phytoestrogens, is also included in the menu asseen in menu 3, as it is found to exhibit a plethora ofdifferent anti-cancer effects, including inhibiting prolif-eration [31]",energy,"mustard, garlic, cauliflower, potatoes, tomato, cabbage, mango, papaya",,inhibit,
31197100.pdf," Theoretically and practically, an MD is a measure ofhealthy nutrition [14,15]A series of recent studies has indicated that an MD is a preventive factor for many chronic mentaland physical disorders in adults, including depression, Parkinsons disease, certain types of cancer,myocardial infarction, high blood cholesterol levels, and diabetes [1618] Furthermore, several studieshave suggested that an MD enhances working and long-term memory and prevents dementia andAlzheimers disease in the elderly [1921]Although Lithuania is not a Mediterranean country and is situated in Eastern Europe, it hastransitioned to a market economy, 30 years after its independence in 1990 As a result of marketglobalization, consumption of traditional foods declined, and healthy food options such as vegetable oil,skimmed milk products, fruits, and vegetables became available; however, so did unhealthy foods such asfast food",,"oil, milk",enhance,,
31213019.pdf," It is able to reduce the risk of aecting cardiovascular disease by decreasing theconcentration of homocysteine [7] In biochemistry, folate plays an essential role in transformation ofcertain amino acid and the synthesis of purines, which means folate is an indispensable part in DNAsynthesis and cell proliferation [8] However, limited studies focused on the changes of folate in sweetpotato roots  during thermal processingSeveral lines of studies have indicated the adverse correlation between steaming process andcarotenoid content A previous study showed that steaming process decreased -carotene and-carotene contents but enhanced --carotene content in orange-esh sweet potatoes [9]",,"potatoes, orange",enhance,,
31222614.pdf," Functional study by Madsen and col-leagues reported the negative effect of stanniocalcin-1 on net calcium absorption across the swine duodenum, consistent with its hypocalcemic action observed in fish [65]Furthermore, stanniocalcin-1 not only functions as an endocrine factor but is also produced locally in the intestine to control calcium absorption Xiang etal [107] demon-strated in intestinal epithelium-like Caco-2 cells that over-expression of stanniocalcin-1 could downregulate TRPV5 and TRPV6 protein expression, suggesting that stannioc-alcin-1as a paracrine/autocrine factormight directly and  locally  fine-tune  calcium  flux  across  the  intestinal epithelium Exposure to recombinant stanniocalcin-1 also directly suppressed TRPV5 and TRPV6 expression in stan-niocalcin-1-knockdown Caco-2 cell without having an effect on  PMCA1b, NCX1, or VDR expression [107]",protein,fish,,suppress,
31232454.pdf," Enormous role and mechanism of R-gene arereported in tomato defense system Also, pepper ferredoxin-I protein surpass resistance in Ralstonia solanacearum, and theOxO gene improves and lessens the late blight symptoms inSclerotinia sclerotiorum and Botrytis cinerea To obtain a completedevelopment of systems biology a technical box is requiredCombining the data obtained from metabolomics, proteomics,transcriptosomes and genomics studies with the statistical andbioinformatics tools can help in the prediction and identificationof biological process through modeling Figure 1 is showingBioinoculant capability enhancement161different systems biology approaches and their beneficial effecttoward bioinoculants",protein,"pepper, tomato",enhance,,
31262064.pdf," Both phytate and Myr form high anity complexes with Fe3+that are poorly absorbed across the human intestinal surface [2325] Other polyphenolic avanoidspresent in wheat embryonic and bean seed coat tissues are widely presumed to inhibit Fe bioavailabilitythrough pro-oxidation of Fe2+[21,26,27] Enhancers of Fe bioavailabilitysuch as AsA  are typically antioxidants that reduce Fe3+and prevent polyphenols binding to newly formed Fe2+ions that are highly bioavailable [22] Somepolyphenols such as epicatechin  are also thought to reduce Fe3+to Fe2+and can thereforeact as potent Fe bioavailability enhancers [21] Another mechanism of promoting Fe bioavailabilityis thought to be through direct chelation of Fe2+for uptake in the human small intestine suchas that proposed for glycosaminoglycans and proteoglycans [22,28,29]",,"wheat, bean",enhance,inhibit,
31262064.pdf," Nicotianamine has beensuggested to enhance Fe bioavailability in Fe biofortied polished rice grains and Fe biofortiedwhite wheat our, although the extent of this promotion is unclear [17,18,3032] Whether DMA,also enhances or inhibits Fe bioavailability is unknown and increased knowledge regarding NA andDMA promotion of Fe bioavailability is needed Identication of enhancers and inhibitors of Febioavailability has traditionally relied on manipulation of dietary components in lengthy human oranimal feeding trials [33] By contrast, the Caco-2 cell bioassay allows rapid investigation of diversedietary components and accurate estimation of Fe uptake by human intestinal epithelial cells [21,3436]Due in large part to high consumption of cereal-based diets that are low in bioavailable Fe, humanFe deciency is the most common nutritional disorder worldwide and is particularly widespread inless-developed countries [37]",,"wheat, rice",enhance,inhibit,
31266155.pdf," These results indicate that changes in SI mRNA, protein and activity in an intestinalcell model by OLE are not sucient under these conditions to induce a functional eect in vivo inhealthy volunteersKeywords: Oleuropein; olive leaf extract; sucrase; Caco-2; diabetes; sugar1 IntroductionFood components which lower the glycaemic response of carbohydrate-rich meals could helpattenuate the overall dietary glycaemic load and potentially decrease the risk of type 2 diabetes [1]We have previously shown an acute activity for pomegranate and for mixed fruit puree with bread [2,3],and others have shown comparable eects for cinnamon on rice [4], for mixed berry puree withsucrose [5], and for apple extract with glucose [6] The proposed underlying mechanisms are inhibitionof the starch digesting enzymes, -amylase and -glucosidase [7], and eects on sugar transport viaintestinal [8] or kidney [6] sugar transporters","carbohydrate, protein","sugar, pomegranate, rice",,inhibit,
31277259.pdf," It is readily available, cheap,odorless, tasteless, and generally regarded as safe [30] For that reason, SFE is an attractive technologyto obtain bioactive compounds for application in the food industry [31]Here, we show for the rst time that a guava fruit extract prepared by SFE can eectively reducepostprandial glucose peaks in humans Regulating postprandial hyperglycemia could prevent variouscomplications of T2DM, such as microvascular diseases [3] For this purpose, bioactive compoundsin plant-derived extracts that inhibit sugar absorption are of great interest [810]",,"guava, sugar",,inhibit,
31277273.pdf," However, after stratication by hormonal receptor status, the associationtumors; the same pattern has been observed inbecomes signicant for women with ERboth pre- and post-menopausal women No association between intake of total sugar or fructose andBC risk has been detected Finally, the associations seem to be not modied by BMIand/or PRThe positive association between GL and ERBC risk in post-menopausal women might be due toincreased insulin serum levels following carbohydrate consumption In fact, insulin enhances growthhormone  levels and, in turn, the synthesis of IGF-1 [76], which has mitogenic and antiapoptoticeects on BC cells [77,78]",carbohydrate,sugar,enhance,,
31284389.pdf,"1 CurcuminCurcumin  is the main active component of turmeric, which was derived fromthe rhizome of the East Indian plant, Curcuma longa Commercially available curcumin is a crystallinecompound with a bright orange-yellow color, containing three major components: curcumin ,demethoxycurcumin , and bisdemethoxycurcumin , which are known as curcuminoids [36]Curcumin has lipophilic features and is able to pass through all cell membranes, and hence is ableto exert intracellular eects [37]It is able to cross the BBB and regulate the homeostasis of theCNS microenvironment by inhibiting the key pro-inammatory cytokine secretion pathway [38]",,"turmeric, orange",,inhibit,
31300040.pdf," Nuclear and cyto-plasmic lysates were prepared using NE-PER kit  with freshly added protease inhibitorcocktail , phosSTOP phos-phatase inhibitor , and 05uM TSA Protein concentration was determinedwith BioRad DC assay and lysate was added to NuPAGELDS sample buffer  and 20 ug of total protein was loaded onto aNuPAGE 4-12% Bis-Tris gel  For immunoblotting, the followingprimary antibodies were used: anti-p65 ,anti-phospho p65 S536 , anti-BRD2,, and anti--actin conjugated to peroxidase Secondary antibodies used were goatanti-rabbit IgG H&L chain specific peroxidase  and rabbit anti-chicken IgY H&L chainspecific peroxidase ",protein,"rabbit, chicken",,inhibit,
31337023.pdf,"Studies in the literature do not, however, support this hypothesis This is likely due to the fact thatthe ber content of gluten-free products developed recently, which are based on alternative gluten-freegrains and pseudo-grains such as quinoa, buckwheat, and amaranth, is equivalent to that found inwheat bread and might improve this situation [39]43 CarbohydratesSince gluten inhibits small bowel starch hydrolysis, excluding it from the diet may raise theglycemic response to carbohydrates [32]",,"quinoa, amaranth",raise,inhibit,
31340611.pdf," Whey from native origin is produced by directltration of pasteurized skimmed milk and is therefore a more native protein compared to wheyprotein from cheese production with more denaturated protein character and less leucine contentthan native whey [16] A further degradation of proteins is achieved by hydrolysis in mainly di-and tri-peptides via proteolytic enzymes in the digestive tract, resulting in a complex mixture ofpeptides of dierent length and free amino acids [17] The hydrolysis process may change thekinetic pattern of the specic protein fractions, as shown for casein with more rapid digestioncharacteristics [15,18,19] and for whey with an improved absorption in a perfused human jejunummodel [20] Milk-derived bioactive peptides can be encrypted in both casein  andwhey proteins  [21] Also, milk protein hydrolysates were previously analyzed for theirantidiabetic properties due to inhibition of alpha-glucosidase, a carbohydrate degrading digestiveenzyme [22,23]","carbohydrate, protein","milk, cheese",,inhibit,
31346162.pdf," Protein was extracted from tumor cells with radio-immunoprecipitation assay buffer  containing protease inhibitors Supernatant was collected after the samples werecentrifugated at 13,000  g at 4 C for 20 min Protein concentrations in thesupernatant samples were quantied with the Bicinchoninic Acid Assay kit For immunoblotting, protein samples were loaded onto sodium dodecyl sulfate-polyacrylamide gels, followed by electrophoresis and transfer to nitrocellulosemembranes The membranes were blocked of nonspecic antibody binding with10% skim milk powder in phosphate-buffered saline, and probed with thefollowing primary antibodies: mouse anti-E2F2 antibody  ,mouse anti-JMJD6 antibody  , mouse anti-N-Myc antibody , or rabbit anti-c-Myc antibody   ",protein,"rabbit, milk",,inhibit,
31350354.pdf," Mark H Kaplan, Indiana Uni-versity, Herman B Wells Center for Pediatric Research, 1044 West Walnut Street,Room 202, Indianapolis, IN 46202 E-mail address: mkaplan2@iupuieduThe online version of this article contains supplemental materialAbbreviations used in this article: BMMC, bone marrowderived mast cell; CAE,chloroacetate esterase; ChIP, chromatin immunoprecipitation; EPG, egg per gram offeces; eRNA, enhancer RNA; MCp, mast cell progenitor; MCPT-1, mast cell protease 1;MFI, mean uorescence intensity; mMC, mature mast cell; MMC9, mucosal mast cellproducing high concentrations of IL-9; PAS, periodic acidSchiff; qPCR, quantitativePCR; qRT-PCR, quantitative RT-PCR; RNA pol II, RNA polymerase II; RT, roomtemperature; SCF, stem cell factor; WT, wild-type",,"gram, egg",enhance,,
31374893.pdf," Studies showthat frequent consumption of dairy foods and milk should be recommended in order to preventperiodontal disease [1721] Calcium also has been shown to be benecial in reducing cholesterolabsorption, and in controlling body weight and blood pressure [1]There is no such unequivocal position regarding the eect of milk and dairy fat on humanhealth Currently controversy has emerged about the benets compared with harms of dairyfat, including concerns over long-term eects [22] The traditional diet-heart paradigm held thatconsumption of fat, and saturated fat in particular, raised levels of total and low-density lipoprotein cholesterol leading to coronary heart disease",fat,milk,raise,,
31416212.pdf,"5:1 in favour of the 2S-epimer is a natural orange extract, produced by HealthTech BioActives , that due toCardioseits unique manufacturing process maintains most of the natural hesperidin isomeric form Hesperidin antioxidant [38], anti-inammatory [39], and health promoting [40] properties havebeen extensively described Moreover, the intake of hesperidin improves the nitric oxide synthesis through the activation of phosphorylation of proto-oncogene tyrosine-protein kinase ,protein kinase B , adenosine monophosphate-activated protein kinase , and endothelialNO synthase, leading to an increased ow-mediated dilation [41] An increased NO productionleads to an improved endothelial function, allowing an enhanced O2 transport to working musclesduring acute exercise and prolonged exercise [42]",protein,orange,enhance,,
31422532.pdf,"ConclusionsOur findings support the hypothesis that Cu directly damagesroot growth and function, thus impairing water and nutrientEnviron Sci Pollut Res  26:301883020530203uptake and hence inhibiting shoot growth, and the conclusionthat the Cu-induced preferential accumulation of Cu in roots isinvolved in the Cu tolerance of Citrus The excess Cu-induceddecrease in leaf CO2 assimilation might be caused by struc-tural damage to thylakoids, altered sinksource relationship,decreased uptake of water and nutrients, increased productionof ROS, and impaired photosynthetic electron transport chainFunding information This study was supported by the National KeyResearch and Development Program of China and the earmarked fund for China Agriculture Research System ReferencesAdrees M, Ali S, Rizwan M, Ibrahim M, Abbas F, Farid M, Zia-ur-Rehman M, Irshad MK, Bharwana SA  The effect of excesscopper on growth and physiology of important food crops: a reviewEnviron Sci Pollut Res 22:81488162Alaoui-Soss B, Genet P, Vinit-Dunand F, Toussaint ML, Epron D, BadotPM  Effect of copper on growth in cucumber plants and itsrelationships with carbohydrate accumulation and changes in ioncontents",carbohydrate,cucumber,,inhibit,
31422532.pdf," BiolPlant 49:223228Ouzounidou G, Ciamporova M, Moustakas M, Karataglis S Responses of maize  plants to copper stress Growth,mineral content and ultrastructure of roots Environ Exp Bot 35:167176Ouzounidou G, Moustakas M, Strasser RJ  Sites of action of cop-per in the photosynthetic apparatus of maize leaves: kinetic analysisof chlorophyll fluorescence, oxygen evolution, absorption changesand thermal dissipation as monitored by photoacoustic signals AustJ Plant Physiol 24:8190Ouzounidou G, Ilias I, Tranopoulou H, Karataglis S  Ameliorationof copper toxicity by iron on spinach physiology J Plant Nutr 21:20892101Ptsikk E, Kairavuo M, eren F, Aro EM, Tyystjrvi E  Excesscopper predisposes photosystem II to photoinhibition in vivo byoutcompeting iron and causing decrease in leaf chlorophyll",,"maize, spinach",,inhibit,
31436407.pdf," Mechanistic analyses indicate that molecule 1 impairsthe SREBP activity by inhibiting glucose transporters and thereby activating AMP-activated protein kinase  Oral administration of molecule 1 suppressedthe intestinal absorption of glucose in mice These results suggest that suchsynthetic libraries of nutrient conjugates serve as a source of novel chemical toolsand pharmaceutical seeds that modulate energy metabolismC arbohydrates, lipids, amino acids, and vitamins constitutesome of the nutrients essential for the life of an organismOn the other hand, there exist a number of pharmaceuticalsfoods that consist of covalently conjugatedand functionalmultiple nutrients","energy, protein",seeds,,"suppress, inhibit",
31470565.pdf," The mucus layer is therst defense barrier against pathogen invasion in the gastrointestinal tract and an important part of thechemical barrier Mucin proteins are a primary part of intestinal mucus that primarily includes MUC1and MUC2 [56,57] In our present study, dietary oxidized sh oil signicantly reduced MUC2 mRNAexpression in the jejunal mucosa of piglets, which suggests that oxidized sh oil damages the intestinalchemical barrier of piglets5 ConclusionsIn conclusion, the combination of aged maize with oxidized sh oil caused sucient dietarystress that led to increased diarrhea and decreased growth performance due to reduce the antioxidantcapacity, enhance the mRNA expressions of inammatory factors and lead to inammation in jejunalmucosa, inhibit the mRNA expressions of nutrient transporter and further reducing the apparentdigestibility of nutrients",,"oil, maize",enhance,inhibit,
31480603.pdf,"3390/nu11092042wwwmdpicom/journal/nutrientsnutrientsNutrients 2019, 11, 20422 of 12Excessive intake of energy-dense sugary foods and beverage is linked to increased calorie intakeand progressive body weight gain Notably, high fructose consumption has been proposed as casuallylinked to obesity, diabetes, and hypertension, which besides, hypertriglyceridemia, low-HDL levels,and insulin resistance, are risk factors for metabolic syndrome [6] Although the rationale that dietarysugar  might cause or contribute to the disease process is theoretically based, ithas raised debate around the amounts and thresholds of sugar consumption",energy,sugar,raise,,
31480603.pdf," First, the energy consumed in the form of SSB is rapidly absorbed, resulting in a positiveenergy balance, which, in turn, leads to increased weight since more energy is consumed in the nextmeal [33] Second, apart from the weight gain eect, SSB intake increases the dietary glycemic loadand fructose intake, which increases insulin resistance, beta-cell function, inammation, hypertension,accumulation of visceral fat, and, eventually, increases the risk of metabolic syndrome, type 2 diabetes,and cardiovascular disease [34] Moreover, articial sweeteners have also been reported to enhance therisk of glucose intolerance Continued consumption of articial sweeteners can alter the compositionand function of the gut microbiota, which may lead to the induction of metabolic abnormalities, suchas glucose intolerance [35]Interestingly, our study found a positive association between total sugar intake and metabolicsyndrome in men, but not in women, even though the proportion of the highest consumption groupin men was lower than that in women","energy, fat",sugar,enhance,,
31491956.pdf," High levels of COX-2 and COX-2 mRNA in gastrictissues of gastric cancer patients have been reported [27,28] In addition, COX-2 specic inhibitorshave been shown to signicantly induce apoptotic cell death and inhibit cell proliferation in an in vitromodel of gastric cancer [29] Taken together, these studies have demonstrated the involvement ofthe EGFR/Ras/MAPK signaling pathway in the activation of NF-B, the induction of COX-2, and theproliferation of gastric cancer cells Therefore, COX-2 appears to be a promising therapeutic target forthe treatment of gastric cancerLycopene belongs to the carotenoid family and contributes to red-orange color of fruits andvegetables including tomato, watermelon, guava, and pink grapefruit",,"guava, watermelon, orange, tomato",,inhibit,
31514292.pdf,"61 PEA and LuteolinLuteolin is a flavone that is normally present in glycosylated form in foods commonly present in thediet, such as celery, carrots, salad, spinach, onion, oregano, rosemary, green pepper, chamomile, olive oil,and in plants, such as honeysuckle, chrysanthemum morifolium, and burdock [6063] It has been shownthat luteolin has numerous biological effects: among these, the protective effect on the oxidative processesinvolving DNA in the presence of free radicals [64,65] and anti-inflammatory and anti-oxidant effects [66]Luteolin is one of the most powerful and effective polyphenols that are capable of inhibiting the productionof proinflammatory cytokines and nitric oxide induced by lipopolysaccharide endotoxin [67,68]",,"pepper, spinach, oil, onion, celery",,inhibit,
31514292.pdf,"3 PEA and QuercetinQuercetin, which belongs to the group of flavonols, is the aglycon component of various glycosides,including rutin and quercitrin It is one of the most common flavonoids since it can be isolated fromnumerous plant species including: horse chestnut, calendula, hawthorn, chamomile, hypericum andGinkgo biloba Foods that are particularly rich in quercetin are: the caper, red grapes and red wine,red onion, green tea, blueberry, apple, propolis, and celery It is considered to be a natural inhibitor ofvarious intracellular enzymes and for these properties it has been abundantly studied in the experimentaloncological field, in the elucidation of the mechanisms of cell proliferation and carcinogenesis [106,107]",,"celery, grapes, onion",,inhibit,
